"ACTS Test Suite Generation: Wed Dec 28 18:44:26 CST 2022"
" '*' represents don't care value "
"Degree of interaction coverage: -1"
"Number of parameters: 20"
"Maximum number of values per parameter: 7"
"Number of configurations: 173"
"action","authority","category","category_EQRU4VKMJQRSI","category_EQRUKTKQKRMSGJA","data","extra","extra_0_10_MFXGI4TPNFSC42LOORSW45BOMV4HI4TBFZZGS3THORXW4ZJOKBEUGS2FIRPVKUSJ_KBQXEY3FNRQWE3DF","extra_0_1_ONSWYZLDORSWIQLMMFZG2_KNSXE2LBNRUXUYLCNRSQ","extra_0_2_MFXGI4TPNFSC42LOORSW45BOMV4HI4TBFZQWYYLSNUXE2SKOKVKEKUY_NFXHI","extra_0_3_MFXGI4TPNFSC42LOORSW45BOMV4HI4TBFZQWYYLSNUXEQT2VKI_NFXHI","extra_0_4_ONXWYYLSMV3GK3TU_KN2HE2LOM4","extra_0_5_MFXGI4TPNFSC42LOORSW45BOMV4HI4TBFZQWYYLSNUXE2RKTKNAUORI_KN2HE2LOM4","extra_0_6_ONUG652CMFRWW_MJXW63DFMFXA","extra_0_7_MFXGI4TPNFSC42LOORSW45BOMV4HI4TBFZQWYYLSNUXFESKOI5KE6TSF_KN2HE2LOM4","extra_0_8_MFXGI4TPNFSC42LOORSW45BOMV4HI4TBFZQWYYLSNUXFMSKCKJAVIRI_MJXW63DFMFXA","extra_0_9_MFXGI4TPNFSC42LOORSW45BOMV4HI4TBFZQWYYLSNUXEIQKZKM_JFXHIZLHMVZEC4TSMF4UY2LTOQ","path","scheme","type"
"$#NULL#$","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","true","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","1","1","$#NULL#$","$#NULL#$","true","$#NULL#$","false","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#NOTEMPTY#$","false","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","1","1","$#NOTEMPTY#$","$#EMPTY#$","false","$#NOTEMPTY#$","false","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"android.intent.action.SET_ALARM","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","1","1","$#EMPTY#$","$#NOTEMPTY#$","true","$#NOTEMPTY#$","false","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"suntimeswidget.alarm.delete","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","1","1","$#NOTEMPTY#$","$#NULL#$","true","$#EMPTY#$","false","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"$#NULL#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","1","0","$#NOTEMPTY#$","$#NOTEMPTY#$","true","$#EMPTY#$","true","$#NULL#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","0","1","$#NULL#$","$#NULL#$","false","$#NULL#$","true","$#NULL#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","false","$#NULL#$","false","$#NULL#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#NOTEMPTY#$","false","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","1","0","$#EMPTY#$","$#NOTEMPTY#$","false","$#NULL#$","true","$#NULL#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","0","1","$#NOTEMPTY#$","$#NOTEMPTY#$","true","$#NOTEMPTY#$","false","$#NULL#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"android.intent.action.SET_ALARM","$#EMPTY#$","$#NOTEMPTY#$","true","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","0","0","$#NOTEMPTY#$","$#NULL#$","true","$#NULL#$","true","$#NULL#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"suntimeswidget.alarm.delete","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","1","$#EMPTY#$","$#NOTEMPTY#$","false","$#NOTEMPTY#$","true","$#NULL#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#NULL#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","1","1","$#NULL#$","$#NULL#$","false","$#NULL#$","false","$#NOTEMPTY_NULL#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#NOTEMPTY#$","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","0","$#NOTEMPTY#$","$#EMPTY#$","false","$#EMPTY#$","true","$#NOTEMPTY_NULL#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#NOTEMPTY#$","false","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","0","$#NULL#$","$#EMPTY#$","true","$#EMPTY#$","false","$#NOTEMPTY_NULL#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","1","0","$#EMPTY#$","$#NULL#$","false","$#NOTEMPTY#$","false","$#NOTEMPTY_NULL#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"android.intent.action.SET_ALARM","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","1","0","$#NULL#$","$#NOTEMPTY#$","true","$#NOTEMPTY#$","true","$#NOTEMPTY_NULL#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"suntimeswidget.alarm.delete","$#NULL#$","$#NOTEMPTY#$","true","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","0","0","$#NULL#$","$#EMPTY#$","false","$#NULL#$","false","$#NOTEMPTY_NULL#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#NULL#$","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","1","1","$#EMPTY#$","$#NULL#$","true","$#NOTEMPTY#$","true","$#NOTEMPTY_NOTEMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","1","0","$#NOTEMPTY#$","$#NOTEMPTY#$","true","$#EMPTY#$","false","$#NOTEMPTY_NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","0","0","$#NULL#$","$#NULL#$","true","$#NULL#$","true","$#NOTEMPTY_NOTEMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","1","0","$#NULL#$","$#EMPTY#$","true","$#NOTEMPTY#$","true","$#NOTEMPTY_NOTEMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#EMPTY#$","$#NOTEMPTY#$","false","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","0","0","$#NOTEMPTY#$","$#NULL#$","false","$#NULL#$","false","$#NOTEMPTY_NOTEMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"android.intent.action.SET_ALARM","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","1","1","$#NULL#$","$#EMPTY#$","true","$#EMPTY#$","true","$#NOTEMPTY_NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"suntimeswidget.alarm.delete","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","0","$#NOTEMPTY#$","$#NULL#$","true","$#NOTEMPTY#$","true","$#NOTEMPTY_NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"$#NULL#$","$#EMPTY#$","$#NOTEMPTY#$","false","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","1","0","$#NOTEMPTY#$","$#NOTEMPTY#$","false","$#NULL#$","true","$#NOTEMPTY_EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","1","$#NOTEMPTY#$","$#NULL#$","false","$#EMPTY#$","false","$#NOTEMPTY_EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","true","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","0","1","$#EMPTY#$","$#NULL#$","true","$#NULL#$","true","$#NOTEMPTY_EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#NULL#$","$#NOTEMPTY#$","true","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","0","1","$#NULL#$","$#NULL#$","true","$#NOTEMPTY#$","false","$#NOTEMPTY_EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#NULL#$","$#NOTEMPTY#$","false","true","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","1","$#NULL#$","$#NOTEMPTY#$","true","$#EMPTY#$","true","$#NOTEMPTY_EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"android.intent.action.SET_ALARM","$#NULL#$","$#NOTEMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","1","0","$#EMPTY#$","$#NULL#$","false","$#EMPTY#$","false","$#NOTEMPTY_EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"suntimeswidget.alarm.delete","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","1","1","$#EMPTY#$","$#NOTEMPTY#$","false","$#NULL#$","false","$#NOTEMPTY_EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"$#NULL#$","$#EMPTY#$","$#NOTEMPTY#$","true","false","$#NULL#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#NULL#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#NULL#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#NULL#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"android.intent.action.SET_ALARM","$#EMPTY#$","$#EMPTY#$","false","false","$#NULL#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","true","false","$#EMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"$#NOTEMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#EMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#EMPTY#$","$#NOTEMPTY#$","true","false","$#EMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"suntimeswidget.alarm.delete","$#EMPTY#$","$#EMPTY#$","false","false","$#EMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"$#NULL#$","$#NULL#$","$#NOTEMPTY#$","true","false","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#NOTEMPTY#$","false","true","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"android.intent.action.SET_ALARM","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"suntimeswidget.alarm.delete","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#NULL#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NULL#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","false","true","$#NULL#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"suntimeswidget.alarm.delete","$#EMPTY#$","$#EMPTY#$","false","false","$#NULL#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"$#NULL#$","$#EMPTY#$","$#NOTEMPTY#$","true","true","$#EMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","true","true","$#EMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#EMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#EMPTY#$","$#NOTEMPTY#$","true","true","$#EMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"android.intent.action.SET_ALARM","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#EMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","false","false","$#NOTEMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#NULL#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"android.intent.action.SET_ALARM","$#NULL#$","$#NOTEMPTY#$","true","true","$#NOTEMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"suntimeswidget.alarm.delete","$#EMPTY#$","$#NOTEMPTY#$","true","false","$#NOTEMPTY#$","$#EMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#EMPTY#$","true","$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","$#NULL#$"
"$#NULL#$","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#NULL#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","0","0","$#NULL#$","$#NOTEMPTY#$","true","$#NULL#$","false","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","true","false","$#NULL#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","0","1","$#EMPTY#$","$#NOTEMPTY#$","false","$#EMPTY#$","false","$#NULL#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"android.intent.action.SET_ALARM","$#EMPTY#$","$#NOTEMPTY#$","true","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","false","$#EMPTY#$","false","$#NULL#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#NULL#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","1","$#EMPTY#$","$#NOTEMPTY#$","true","$#EMPTY#$","true","$#NOTEMPTY_NULL#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NULL#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#NOTEMPTY#$","true","$#NOTEMPTY_NULL#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"android.intent.action.SET_ALARM","$#EMPTY#$","$#EMPTY#$","false","false","$#NULL#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","0","0","$#EMPTY#$","$#EMPTY#$","true","$#NULL#$","false","$#NOTEMPTY_NULL#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"suntimeswidget.alarm.delete","$#EMPTY#$","$#NOTEMPTY#$","true","true","$#EMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","0","1","$#EMPTY#$","$#NULL#$","false","$#NOTEMPTY#$","true","$#NOTEMPTY_NULL#$","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","false","false","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NULL#$","0","1","$#EMPTY#$","$#EMPTY#$","false","$#NULL#$","false","$#NOTEMPTY_NOTEMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#EMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","0","1","$#EMPTY#$","$#NOTEMPTY#$","true","$#NOTEMPTY#$","true","$#NOTEMPTY_EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_ALARM","$#EMPTY#$","$#EMPTY#$","false","false","$#NULL#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","0","1","$#NULL#$","$#NOTEMPTY#$","true","$#NOTEMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"com.forrestguice.suntimeswidget.alarmclock.ADD_NOTIFICATION","$#EMPTY#$","$#NOTEMPTY#$","false","true","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","1","$#NULL#$","$#NULL#$","false","$#NOTEMPTY#$","false","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"android.intent.action.SET_ALARM","$#EMPTY#$","$#EMPTY#$","false","false","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","1","0","$#NULL#$","$#NULL#$","true","$#NULL#$","true","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"suntimeswidget.alarm.delete","$#EMPTY#$","$#EMPTY#$","false","false","$#EMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","0","0","$#NULL#$","$#NOTEMPTY#$","false","$#NOTEMPTY#$","false","$#EMPTY#$","$#EMPTY#$","$#EMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","0","1","$#NULL#$","$#NOTEMPTY#$","false","$#NOTEMPTY#$","true","$#NULL#$","$#NULL#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#NULL#$","$#NOTEMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","1","0","$#NULL#$","$#EMPTY#$","true","$#EMPTY#$","false","$#NOTEMPTY_NULL#$","$#EMPTY#$","$#NOTEMPTY#$","$#EMPTY#$"
"$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NOTEMPTY#$","1","1","$#NOTEMPTY#$","$#NULL#$","true","$#NULL#$","false","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
"$#NOTEMPTY#$","$#EMPTY#$","$#EMPTY#$","false","false","$#NOTEMPTY#$","$#NOTEMPTY#$","$#NULL#$","$#NOTEMPTY#$","0","1","$#NOTEMPTY#$","$#NOTEMPTY#$","true","$#NOTEMPTY#$","true","$#EMPTY#$","$#EMPTY#$","$#NOTEMPTY#$","$#NULL#$"
